"Year","School","Type","Adm.Rate","Enrollment","Avg.Cost","Inst.Expense","Avg.Faculty.Pay","Pell.Grant.Pct","Completion","Pct.Fed.Loan","Default.3Y"
"2011","Arizona Christian University","Private",56.66,0.508,30.745,8.764,5.254,43.57,34.69,74.07,10
"2011","University of Arkansas at Little Rock","Public",96.24,9.17,16.99,6.545,6.853,40.24,21.92,48.32,14.7
"2011","University of Arkansas for Medical Sciences","Public",21.29,0.895,53.934,51.265,7.695,34.22,80.51,62.29,3.2
"2011","Arkansas Baptist College","Private",64.3,1.189,20.015,4.023,3.941,79.45,5.21,87.76,29.8
"2011","Lyon College","Private",64.71,0.587,31.045,10.18,6.077,47.16,49.55,66.36,7.2
"2011","University of Arkansas","Public",60.9,18.617,18.064,9.289,8.395,25.38,59.02,39.64,7
"2011","University of Arkansas at Pine Bluff","Public",29.37,3.049,15.579,5.968,5.068,73.93,22.97,75.3,29.8
"2011","Arkansas State University-Main Campus","Public",63.25,9.455,17.77,4.679,6.187,49.34,38.37,55.72,18.7
"2011","Arkansas Tech University","Public",90.35,8.369,15.361,4.315,5.58,46.71,42.83,45.84,18.5
"2011","Central Baptist College","Private",74.37,0.811,19.872,2.919,4.503,46.68,35.58,55.35,15.3
"2011","Harding University","Private",72.18,4.228,23.751,8.673,6.439,27.97,63.25,57.9,4
"2011","Henderson State University","Public",58.89,3.365,17.175,5.752,5.78,53.75,30.76,57.61,17.7
"2011","Hendrix College","Private",82.5,1.413,44.854,11.162,6.703,20.91,72.86,54.81,6.6
"2011","John Brown University","Private",72.51,1.699,30.606,6.65,5.897,35.79,65.65,58.71,3.1
"2011","Ouachita Baptist University","Private",63.75,1.57,29.14,8.825,5.475,29.92,62.74,46.34,7.6
"2011","University of the Ozarks","Private",85.15,0.602,31.596,10.036,5.665,41.59,46.43,47.14,17.1
"2011","Philander Smith College","Private",68,0.728,20.107,5.95,4.676,85.06,31.15,91.67,21.1
"2011","Williams Baptist College","Private",58.5,0.541,20.545,3.66,4.6,51.19,35.71,61.49,7.6
"2011","Southern Arkansas University Main Campus","Public",66.87,2.682,16.466,5.762,5.512,55.74,32.8,53.02,17.4
"2011","University of Arkansas-Fort Smith","Public",55.9,6.817,14.353,4.696,6.125,51.35,18.5,41.8,18.8
"2011","Art Center College of Design","Private",63.21,1.642,54.019,16.236,6.954,46.4,54.43,62.4,7.7
"2011","Azusa Pacific University","Private",50.63,5.998,41.514,9.046,7.45,31.5,63.39,63.55,2.7
"2011","Biola University","Private",76.68,4.232,41.843,9.52,7.811,32.97,71.19,79.74,2.8
"2011","California Baptist University","Private",74.06,4.403,36.439,7.211,7.524,44.29,55.21,75.46,8.1
"2011","California College of the Arts","Private",76.26,1.476,49.375,15.012,7.496,37.77,48.62,57.97,4.8
"2011","California Institute of Technology","Private",12.77,0.978,52.389,84.831,15.866,11.38,86.7,26.78,0
"2011","California Lutheran University","Private",43.99,2.709,44.254,8.275,8.462,27.11,63.9,63.42,2.8
"2011","California Polytechnic State University-San Luis Obispo","Public",32.54,17.651,21.479,9.891,8.403,19.46,74.59,34.34,2.8
"2011","California State University-Bakersfield","Public",66.27,6.832,15.517,6.113,7.948,59.77,41.38,42.85,6.4
"2011","California State University-Stanislaus","Public",33.56,7.912,15.474,7.502,7.683,55.38,49.12,40.2,7.5
"2011","California State University-San Bernardino","Public",19.06,14.557,16.516,7.318,8.285,55.92,44.56,47.78,6.6
"2011","California State Polytechnic University-Pomona","Public",44.65,19.306,15.424,7.383,8.799,41.49,50.34,33.66,4.4
"2011","California State University-Chico","Public",62.22,14.614,20.73,6.863,8.127,36.06,59.04,42.48,5.8
"2011","California State University-Dominguez Hills","Public",57.93,11.154,11.281,6.675,8.079,55.58,24.4,40.4,6.3
"2011","California State University-Fresno","Public",55.91,18.784,15.479,6.707,7.841,51.61,49.45,34.69,7.9
"2011","California State University-Fullerton","Public",45.15,30.702,13.476,7.349,8.102,35.7,50.05,27.55,6.2
"2011","California State University-East Bay","Public",21.97,10.65,18.698,6.991,8.414,37.73,43.29,31.89,7.9
"2011","California State University-Long Beach","Public",34.44,29.244,16.087,7.639,8.287,41.65,54.02,33.03,4.7
"2011","California State University-Los Angeles","Public",57.17,17.307,13.161,7.378,8.541,59.73,36.47,31.18,5.2
"2011","California State University-Northridge","Public",73.54,31.747,19.66,6.656,8.17,45.22,46.09,34.55,8.5
"2011","California State University-Sacramento","Public",70.85,24.741,18.655,7.357,7.996,46.47,41.63,38.76,7.2
"2011","University of California-Berkeley","Public",21.43,25.885,30.8,15.744,13.131,34.45,90.49,32.33,2.6
"2011","University of California-Davis","Public",46.27,24.938,28.95,19.393,11.318,41.37,81.7,45.05,3
"2011","University of California-Irvine","Public",45.21,21.994,27.346,17.106,11.437,36.64,84.6,40.79,2.7
"2011","University of California-Los Angeles","Public",25.54,27.199,29.24,33.368,13.383,35.99,89.96,37.76,3.4
"2011","University of California-Riverside","Public",75.88,18.516,27.146,9.302,10.576,54.63,66.78,55.5,4.7
"2011","University of California-San Diego","Public",37.88,23.022,27.7,19.128,10.758,46.11,85.32,48.86,3
"2011","University of California-Santa Barbara","Public",45.47,18.617,30.224,9.167,11.874,35.66,79.78,43.82,2.6
"2011","University of California-Santa Cruz","Public",63.82,15.945,30.67,7.652,10.796,38.01,73.37,51.88,3.7
"2011","California Institute of the Arts","Private",26.92,0.904,53.643,20.549,7.66,36.01,65.22,65.42,6.9
"2011","California Maritime Academy","Public",69.07,0.881,20.707,15.791,7.887,34.15,62.33,54.27,10.6
"2011","Chapman University","Private",44.85,5.265,53.733,12.477,10.339,21.47,71.88,64.64,3.5
"2011","Concordia University-Irvine","Private",75.97,1.624,38.324,4.772,5.758,28.05,50.55,64.18,4.5
"2011","San Diego Christian College","Private",39.46,0.615,35.943,5.511,5.315,46.07,30.77,73.04,9
"2011","Claremont McKenna College","Private",14.12,1.292,55.33,23.01,11.366,14.27,91.14,10.31,0
"2011","Dominican University of California","Private",53.73,1.637,53.169,12.063,7.946,33.98,55.51,69.99,6
"2011","Fresno Pacific University","Private",44.55,2.481,32.745,6.08,6.414,56.39,57.08,70.65,7.1
"2011","Harvey Mudd College","Private",20.99,0.778,55.288,25.832,11.277,13.57,84.1,45.74,0
"2011","Holy Names University","Private",63.98,0.728,42.438,6.531,7.216,49.72,39.24,86.76,11.3
"2011","Humboldt State University","Public",82.74,7.371,20.65,8.04,7.799,45.5,39.73,53.32,8
"2011","Humphreys College-Stockton and Modesto Campuses","Private",38.45,0.923,24.148,2.704,5.231,75.98,83.95,84.67,15.6
"2011","University of La Verne","Private",59.26,4.557,40.66,7.548,8.977,25.05,57.93,39.23,5
"2011","La Sierra University","Private",46.54,1.841,37.224,10.449,6.85,42.34,44.56,60.85,7.4
"2011","Loma Linda University","Private",48.53,1.053,51.297,35.321,7.064,26.86,84.18,68.1,1.5
"2011","The Master's College and Seminary","Private",69.46,1.177,37.83,7.198,7.698,28.75,65.05,54.06,0.9
"2011","Loyola Marymount University","Private",53.44,5.951,52.047,13.383,10.291,20.17,76.96,47.16,3.6
"2011","Menlo College","Private",37.9,0.682,49.77,7.982,10.12,32.04,34.25,55.11,15.6
"2011","Mills College","Private",57.04,0.924,51.877,14.174,10.558,48.03,57,72.48,4.9
"2011","Mount St. Mary's College","Private",68.07,2.267,43.368,8.34,7.562,61.25,47.58,88.99,4.4
"2011","National University","Private",45.66,7.879,23.851,2.968,9.709,20.73,57.33,36.35,7
"2011","Notre Dame de Namur University","Private",70.99,1.146,45.656,6.244,7.038,36.83,51.39,66.47,7.6
"2011","Occidental College","Private",38.71,2.107,55.691,17.111,9.259,23.71,83.49,42.38,2.3
"2011","Otis College of Art and Design","Private",51.1,1.138,47.067,13.184,6.641,46.03,52.05,66.84,12.6
"2011","Hope International University","Private",52.17,0.856,35.802,7.343,5.112,53.9,32.77,81.54,8.6
"2011","Pacific Union College","Private",46.83,1.487,36.748,9.417,4.811,41.34,49.2,76.19,9.8
"2011","University of the Pacific","Private",35.84,3.872,47.871,17.055,9.296,39.13,60.23,63.08,2.3
"2011","Pepperdine University","Private",31.56,3.461,53.084,10.32,10.304,20.39,81.27,43.57,2.4
"2011","Pitzer College","Private",24.13,1.099,55.08,21.582,9.719,18.89,80.58,33.61,5
"2011","Point Loma Nazarene University","Private",52.41,2.365,39.828,7.031,8.577,27.21,72.42,63.81,3.1
"2011","Pomona College","Private",14.03,1.567,53.49,34.802,11.367,17.49,95.29,11.61,0
"2011","University of Redlands","Private",66.55,3.184,49.598,9.775,8.261,25.49,69.97,50.13,2.5
"2011","Samuel Merritt University","Private",25.76,0.518,53.25,25.21,9.482,27.86,87.33,77.78,2.2
"2011","San Diego State University","Public",29.99,25.529,18.157,6.942,8.951,36.49,65.57,36.57,3.8
"2011","University of San Diego","Private",47.52,5.409,52.952,12.725,10.491,17.06,74.89,41.18,2.8
"2011","San Francisco State University","Public",61.47,24.766,20.374,7.351,8.795,38.56,46.48,38.23,5.2
"2011","University of San Francisco","Private",57.97,5.977,52.583,13.588,11.147,31.21,70.17,54.48,4.4
"2011","William Jessup University","Private",64.52,0.859,31.436,5.447,5.459,43.29,52.63,88.29,5.6
"2011","San Jose State University","Public",56.57,24.608,21.586,8.726,8.766,35.86,46.41,30.55,5.2
"2011","Santa Clara University","Private",57.95,5.182,53.122,12.849,10.752,15.19,84.8,37.28,2.1
"2011","Scripps College","Private",36.29,0.957,54.7,29.002,10.016,13.28,87.93,29.18,1
"2011","Simpson University","Private",51.96,1.015,32.045,6.576,5.612,56.06,42.94,91.99,4.9
"2011","Saint Marys College of California","Private",69.15,2.986,52.357,12.263,9.164,36.36,63.88,62.72,7
"2011","Sonoma State University","Public",80.88,7.722,21.245,7.556,8.132,27.37,56.66,38.92,3.5
"2011","Vanguard University of Southern California","Private",73.71,1.897,39.081,7.124,6.739,29.51,55.42,50.19,4.9
"2011","University of Southern California","Private",23.02,17.09,55.493,38.134,11.981,21.69,90.12,51.09,2.5
"2011","Westmont College","Private",61.3,1.329,49.99,12.414,8.239,20.87,77.11,55.47,1.9
"2011","Whittier College","Private",71.48,1.569,48.759,10.531,8.678,33.59,55.14,64.31,5.9
"2011","Woodbury University","Private",73.52,1.261,40.545,15.092,8.628,57.49,51.91,76.99,7.9
"2011","Adams State College","Public",63.65,2.441,16.505,11.164,5.503,60.85,20.49,65.38,19.2
"2011","University of Colorado Denver","Public",59.76,10.375,20.984,19.748,8.613,25.56,40.32,37.57,5.2
"2011","University of Colorado-Colorado Springs","Public",67.1,7.638,17.773,6.831,6.858,32.07,40.97,47.59,7.8
"2011","University of Colorado Boulder","Public",86.94,25.741,25.747,12.48,9.464,17.62,68.14,34.7,3.6
"2011","Colorado Christian University","Private",81.31,2.844,34.59,5.153,5.943,36.08,42.13,60.51,6
"2011","Colorado College","Private",25.76,2.008,50.847,17.658,9.559,10.75,87.55,29.59,1.9
"2011","Colorado School of Mines","Public",44.55,3.877,25.121,12.703,9.492,20.4,69.58,47.82,3.2
"2011","Colorado State University-Fort Collins","Public",75.87,22.278,18.682,8.887,8.598,24.46,63.5,46.14,3.1
"2011","University of Denver","Private",68.16,5.421,49.811,12.754,8.766,19.54,78.24,40.55,4.1
"2011","Fort Lewis College","Public",70.9,3.693,18.725,5.695,5.959,30.55,36.86,73.32,14.6
"2011","Colorado Mesa University","Public",79.91,8.206,18.115,5.268,5.696,40.18,27.09,57.78,15.6
"2011","Metropolitan State College of Denver","Public",70.06,22.751,13.037,4.398,6.517,36.37,21.36,50.64,15.5
"2011","Nazarene Bible College","Private",66.72,0.852,18.475,5.106,4.989,46.68,50,53.42,11.4
"2011","University of Northern Colorado","Public",72.82,10.099,18.186,6.819,6.198,31.57,45.59,58.3,7.6
"2011","Regis University","Private",75.9,5.345,41.825,4.982,7.049,29.19,62.2,64.19,6.5
"2011","Colorado State University-Pueblo","Public",93.32,4.977,16.097,4.336,6.078,42.3,32.33,54.93,15
"2011","Western State College of Colorado","Public",92.51,1.958,16.716,6.486,5.862,27.57,38.74,51.49,11.8
"2011","Albertus Magnus College","Private",86.6,1.598,37.999,5.161,6.069,39.02,51.06,71.16,8.8
"2011","University of Bridgeport","Private",56.68,2.503,42.076,6.684,7.283,51.03,28.41,71.35,14.7
"2011","Central Connecticut State University","Public",63.14,9.763,19.771,8.078,8.481,29.41,47.26,55.37,5.5
"2011","Charter Oak State College","Public",77.28,2.03,28.375,2.784,6.299,17.43,56.05,23.18,7.3
"2011","Connecticut College","Private",31.65,1.781,55.01,16.967,8.838,12.18,83.5,39.04,2.4
"2011","University of Connecticut","Public",47.32,17.45,24.474,20.278,10.767,20.86,82.28,52.32,3
"2011","Eastern Connecticut State University","Public",70.41,5.047,24.119,8.696,8.291,25.67,48.84,58.88,6.5
"2011","Fairfield University","Private",71.54,3.655,52.799,11.17,9.422,15.73,81.7,48.46,1.7
"2011","University of Hartford","Private",61.59,5.141,42.723,12.943,7.55,25.52,55.46,62.37,6.5
"2011","Mitchell College","Private",90.09,0.864,42.253,5.421,6.752,33.57,45.61,69.05,17.7
"2011","University of New Haven","Private",63.76,4.546,45.145,8.14,8.553,27.86,52.37,70.95,4.7
"2011","Quinnipiac University","Private",63.12,6.155,48.715,10.867,10.05,14.61,76.88,61.02,1.5
"2011","Sacred Heart University","Private",64.06,4.067,47.073,7.407,7.701,19.84,67.83,62.74,3.7
"2011","Saint Joseph College","Private",78.43,1.001,40.295,9.906,7.409,41.17,55.83,79.41,5.9
"2011","Southern Connecticut State University","Public",71.85,8.696,17.015,9.239,8.269,30.17,43.79,59.51,7
"2011","Trinity College","Private",30.4,2.24,55.505,21.453,9.256,14.31,85.86,14.35,1.8
"2011","Wesleyan University","Private",20.55,2.87,56.641,24.57,9.974,16.22,92.2,36.79,0.7
"2011","Western Connecticut State University","Public",62.38,5.467,19.617,8.774,8.65,25.76,40.23,52.55,9.4
"2011","Yale University","Private",7.88,5.333,55.3,88.852,14.41,14.18,96.59,9.53,1.4
"2011","Delaware State University","Public",42.65,3.744,20.006,10.085,6.733,54.03,34.58,75.59,13.5
"2011","University of Delaware","Public",60.87,17.092,20.325,16.31,10.919,11.94,75.61,45.38,2.8
"2011","Goldey-Beacom College","Private",74.84,0.684,31.394,4.069,7.95,29.97,42.86,54.34,10.6
"2011","Wesley College","Private",20.28,1.649,33.766,6.817,5.036,32.55,32.93,51.96,16.1
"2011","Wilmington University","Private",78.46,7.005,16.347,3.527,8.25,33.86,37.35,52.61,7.1
"2011","American University","Private",41.63,6.793,51.935,11.629,10.11,14.38,77.22,47.39,2.9
"2011","Catholic University of America","Private",86.77,3.544,50.072,14.288,9.069,13.52,68.32,57.85,1.7
"2011","University of the District of Columbia","Public",48.02,4.69,18.512,15.238,8.416,45.94,16.61,25.64,14.2
"2011","Gallaudet University","Private",68.77,1.078,26.898,34.283,9.889,50.18,41.43,36.55,4.4
"2011","George Washington University","Private",31.69,10.184,55.625,17.583,12,13.27,81.1,40.27,1.5
"2011","Georgetown University","Private",20.15,7.232,56.485,23.576,12.035,13.13,93.79,32.01,1.3
"2011","Howard University","Private",54.47,7.043,30.127,19.623,8.3,44.19,62.62,73.23,7.2
"2011","Trinity Washington University","Private",50.52,1.761,29.452,5.098,6.234,65.26,45.16,80.26,13.1
"2011","The Baptist College of Florida","Private",44.44,0.593,15.418,4.682,4.857,55.43,31.43,51.92,4.9
"2011","Barry University","Private",58.69,4.639,40.05,9.7,7.608,51.32,35.17,69.64,5.6
"2011","Bethune-Cookman University","Private",66.96,3.256,26.152,6.253,5.283,78.42,37.35,93.06,22.5
"2011","Lynn University","Private",70.21,1.578,46.188,9.462,5.149,20.8,41.63,31.53,8.3
"2011","University of Central Florida","Public",45.05,49.559,17.692,5.646,7.96,32.01,62.72,38.85,7.5
"2011","Clearwater Christian College","Private",75.08,0.506,26.428,4.829,4.681,49.01,54.36,56.76,5.1
"2011","Eckerd College","Private",68.46,2.32,46.581,10.512,7.07,24.89,63.27,58.99,7.9
"2011","Edward Waters College","Private",22.66,0.751,22.108,4.25,4.532,88.29,17.67,86.71,32.6
"2011","Embry-Riddle Aeronautical University-Daytona Beach","Private",78.54,4.496,43.924,14.414,7.735,29.5,55.28,56.49,6.1
"2011","Florida Agricultural and Mechanical University","Public",48.35,11.027,16.693,6.976,7.402,73.36,40.04,82.49,18.3
"2011","Florida Atlantic University","Public",34.77,23.613,18.365,7.153,7.451,35.24,42.55,35.38,7.6
"2011","Flagler College-St Augustine","Private",40.45,2.878,26.35,4.251,6.106,29.09,59.91,60.03,3.9
"2011","Florida Hospital College of Health Sciences","Private",96.18,2.515,22.663,7.39,6.489,29.81,27.91,51.11,4.4
"2011","Florida Institute of Technology","Private",57.37,5.225,47.704,6.621,8.133,42.83,56.22,62.41,9
"2011","Florida International University","Public",51.14,35.004,16.964,6.119,8.758,52.86,43.41,41.02,9.1
"2011","Florida Memorial University","Private",33.23,1.694,23.611,5.129,6.847,78.24,42.25,83.42,15.9
"2011","Florida Southern College","Private",65.08,2.232,34.34,6.345,6.279,32.83,54.55,56.02,9.5
"2011","Florida State University","Public",58.49,31.594,18.145,11.147,8.693,29,73.84,41.85,5.2
"2011","University of Florida","Public",43.18,31.988,17.784,15.572,9.38,30.18,83.69,29.79,3
"2011","Jacksonville University","Private",41.61,3.122,38.525,8.112,6.823,37.91,39.71,72.52,13
"2011","Jones College-Jacksonville","Private",76.33,0.642,13.856,1.719,4.394,87.15,33.33,90.76,11.4
"2011","University of Miami","Private",38.33,10.144,53.928,28.772,10.087,21.61,77.9,39.83,2.7
"2011","University of North Florida","Public",49.5,14.103,16.726,5.075,6.753,31.64,49.52,36.91,8.5
"2011","Northwood University-Florida","Private",46.33,0.607,30.893,6.941,6.464,28.92,34.27,45.49,12.8
"2011","Nova Southeastern University","Private",57.67,6.246,36.014,11.199,8.913,42.57,42.92,59.09,3.5
"2011","Palm Beach Atlantic University-West Palm Beach","Private",82.96,2.365,35.124,7.041,6.836,36.18,58.57,58.78,12
"2011","Ringling College of Art and Design","Private",73.29,1.376,49.141,14.982,7.381,35.53,65.9,63.23,13.4
"2011","Rollins College","Private",53.85,2.614,54.03,10.632,7.864,29.62,69.55,48.1,3.7
"2011","Saint Leo University","Private",92.93,11.995,30.628,2.985,6.355,43.58,45.64,55.07,6.8
"2011","University of South Florida-Main Campus","Public",38.05,29.232,19.798,8.044,8.177,38.65,51.71,44.89,9.8
"2011","Saint Thomas University","Private",62.65,1.085,33.299,6.919,9.024,53.71,38.73,66.81,8.3
"2011","Stetson University","Private",66.47,2.284,45.278,11.016,8.994,35.33,63.99,59.42,3.6
"2011","Southeastern University","Private",52.59,2.159,26.903,5.25,6.361,41.08,41.7,63.98,10.6
"2011","The University of Tampa","Private",52.92,6.025,34.364,6.007,7.698,24.93,56.86,54.58,8.4
"2011","Warner University","Private",48.86,0.877,27.081,2.824,4.745,58.53,50.47,72.53,15.1
"2011","Webber International University","Private",55.16,0.667,31.231,2.935,4.534,39.41,34.51,56.76,18
"2011","The University of West Florida","Public",66.05,9.472,15.224,5.686,6.802,38.29,48.31,39.58,7.3
"2011","Agnes Scott College","Private",45.88,0.827,43.133,15.818,7.595,40.7,64.63,59.19,4.7
"2011","Albany State University","Public",54.96,4.173,16.044,5.708,5.879,78.47,40.6,86.2,12.3
"2011","Armstrong Atlantic State University","Public",56.53,6.645,17.519,5.286,5.9,48.83,31.71,53.85,9.1
"2011","Point University","Private",47.16,1.245,29.444,4.382,4.328,91.2,40.21,96.09,10.4
"2011","Clark Atlanta University","Private",71.7,3.127,31.95,7.378,5.907,71.56,40.78,88,14.2
"2011","Augusta State University","Public",61.72,5.745,14.449,5.617,5.862,45.01,21.09,54.63,8.9
"2011","Berry College","Private",62.33,1.928,37.255,12.5,6.597,30.29,56.73,55.65,4.8
"2011","Beulah Heights University","Private",69.7,0.64,11.105,0.865,1.374,8.89,36,100,19.3
"2011","Brenau University","Private",33.84,1.776,31.349,6.361,5.976,47.48,43.93,69.15,7.5
"2011","Brewton-Parker College","Private",94.54,0.512,28.101,5.504,4.734,49.1,20.4,56.94,14.2
"2011","Clayton State University","Public",38.51,6.311,17.222,5.017,6.547,56.9,26.49,57.27,11.9
"2011","Columbus State University","Public",54.45,6.934,16.041,6.394,6.338,44.19,31.02,50.95,8.7
"2011","Covenant College","Private",60,1.009,35.756,6.76,6.1,33.12,51.48,59.39,6.3
"2011","Emmanuel College","Private",55.51,0.723,21.067,4.413,4.708,61.76,39.25,79.11,22
"2011","Emory University","Private",28.87,7.337,53.556,32.086,11.915,21.78,88.23,39.03,1.7
"2011","Fort Valley State University","Public",57.94,3.607,18.686,5.665,6.294,76.97,33.12,83.69,22.7
"2011","Georgia Institute of Technology-Main Campus","Public",51.69,13.3,19.793,12.194,11.325,17.4,78.92,31.37,2
"2011","Georgia Southwestern State University","Public",68.35,2.743,16.538,4.922,5.82,47.87,30.17,55.88,10.7
"2011","Georgia College & State University","Public",69.97,5.557,21.175,7.041,6.127,23.53,55.33,44.18,6
"2011","Georgia Southern University","Public",55.95,16.757,20.604,6.072,6.473,37.51,46.53,57.95,7.4
"2011","Georgia State University","Public",51.83,23.405,21.965,6.809,8.169,48.29,47.31,54.46,6.3
"2011","University of Georgia","Public",59.27,26.177,19.628,7.881,9.2,23.54,83.28,36.25,3.2
"2011","Kennesaw State University","Public",63.92,22.04,19.128,5.577,6.597,36.31,40.57,51.17,9.3
"2011","LaGrange College","Private",58.6,0.855,34.938,10.787,6.12,41.72,48.36,76.16,10
"2011","Life University","Private",67.64,0.862,26.179,2.705,6.255,45.71,38.1,81.57,12.8
"2011","Macon State College","Public",75.32,5.523,10.335,4.617,5.511,50.8,12.73,38.75,13.4
"2011","Mercer University","Private",82.77,4.301,43.261,9.664,7.506,37.08,59.76,69.48,3.6
"2011","Morehouse College","Private",62.44,2.421,41.188,9.602,6.763,48.93,55.12,74.29,27.4
"2011","North Georgia College & State University","Public",53.23,5.493,15.538,5.682,6.129,29.7,51.86,40,14.9
"2011","Oglethorpe University","Private",44.74,1.068,40.262,6.4,6.612,40.54,47.62,78.3,9.6
"2011","Paine College","Private",69.42,0.888,21.012,9.85,4.766,79.35,27.41,90.05,18.3
"2011","Piedmont College","Private",64.35,1.287,28.968,5.636,5.807,53.18,46.5,72.37,3.6
"2011","Reinhardt University","Private",57.92,0.98,28.866,6.559,5.478,37.39,47.81,57.8,15.2
"2011","Savannah College of Art and Design","Private",48.69,8.634,45.153,9.811,7.548,26.01,64.25,55.44,7.4
"2011","Savannah State University","Public",74.86,4.241,15.156,5.072,5.61,76.05,30.15,83.43,16.2
"2011","Shorter University","Private",64.97,1.581,28.385,5.004,5.237,44.1,46.74,63.1,11.8
"2011","Spelman College","Private",39.18,2.17,37.974,10.75,7.043,49.15,77.02,71.93,14.3
"2011","Southern Polytechnic State University","Public",74.05,4.905,15.954,4.905,6.121,38.53,32.18,50.1,10.6
"2011","Thomas University","Private",73.36,0.866,20.67,6.673,5.111,54.3,9.43,77.74,9
"2011","Toccoa Falls College","Private",50.12,0.77,27.592,5.228,4.914,57.81,50.22,66.28,5.2
"2011","Truett-McConnell College","Private",83,0.598,24.762,3.93,4.707,37.22,28.4,47.02,17.1
"2011","Valdosta State University","Public",58.47,10.63,19.616,5.379,6.091,43.87,43.21,61.82,8.2
"2011","University of West Georgia","Public",54.84,9.875,16.725,5.572,6.116,47.04,39.21,59.39,8.3
"2011","Chaminade University of Honolulu","Private",90.08,2.029,29.111,7.107,6.976,40.05,38.46,58.09,9.8
"2011","University of Hawaii at Hilo","Public",70.93,3.385,13.886,12.715,8.032,44.51,36.92,44.14,9.3
"2011","University of Hawaii at Manoa","Public",70.9,14.054,17.273,15.336,9.619,29.53,54.97,36,4.4
"2011","Hawaii Pacific University","Private",70.71,6.123,27.416,5.011,7.901,24.15,38.62,37.39,5.3
"2011","University of Hawaii-West Oahu","Public",73.65,1.6,9.125,8.949,7.687,30.93,34.15,27.4,13.6
"2011","Boise State University","Public",84.51,16.845,15.334,6.418,6.719,42.83,31.43,54.63,7.8
"2011","Idaho State University","Public",65.24,10.113,16.501,7.954,5.885,56.84,29.04,64.66,8.3
"2011","University of Idaho","Public",60.86,9.221,18.7,8.658,7.444,40.13,50.93,55.57,5.1
"2011","The College of Idaho","Private",65.46,1.007,31.728,6.148,5.343,32.5,63.35,58.22,3.2
"2011","Lewis-Clark State College","Public",98.62,3.598,17.344,5.835,5.066,39.6,30.9,46.31,14
"2011","Northwest Nazarene University","Private",64.13,1.295,31.103,9.12,5.473,39.92,51.81,66.39,6.1
"2011","Brigham Young University-Idaho","Private",99.36,16.286,12.761,5.198,7.47,45.38,60.67,30.84,2.4
"2011","School of the Art Institute of Chicago","Private",76.58,2.48,54.078,13.24,7.91,27.44,60.45,53.1,9.5
"2011","Augustana College","Private",61.58,2.515,42.616,9.621,6.928,20.38,75.55,64.38,3.9
"2011","Aurora University","Private",73.97,2.778,29.591,4.771,6.76,38.94,44.13,68.39,7.4
"2011","Blackburn College","Private",68.48,0.544,20.656,5.857,5.218,51.51,48.09,77.59,11.3
"2011","Bradley University","Private",70.17,4.945,36.7,13.185,7.844,27.59,75.15,69.88,2.8
"2011","Chicago State University","Public",43.16,5.252,18.738,11.075,5.543,78.68,20.99,78.61,15.2
"2011","University of Chicago","Private",16.26,5.377,57.59,72.304,14.773,17.67,91.93,35.41,2.3
"2011","Columbia College-Chicago","Private",88.39,11.024,37.162,11.277,7.771,36.26,41.5,69.55,11.4
"2011","Concordia University-Chicago","Private",56.6,1.413,32.92,8.789,5.003,44.35,59.62,78.91,3.9
"2011","DePaul University","Private",64.11,16.098,41.862,10.771,9.295,37.04,66.3,60,4.4
"2011","East-West University","Private",58.59,0.734,27.489,3.831,5.768,85.79,24.62,83.76,21.8
"2011","Eastern Illinois University","Public",67.95,9.496,20.941,9.717,7.215,36.92,59.27,64.6,4.8
"2011","Elmhurst College","Private",72.15,3.093,37.698,7.066,7.153,31.57,69.74,71.38,2
"2011","Eureka College","Private",71.56,0.734,26.652,5.139,5.412,40.28,65.22,77.11,10
"2011","Governors State University","Public",47.12,2.9,29.488,9.903,7.417,50.79,57.1,62.1,3.9
"2011","Greenville College","Private",74.18,1.254,31.73,5.758,5.416,44.91,51.59,87.03,7.8
"2011","University of Illinois at Chicago","Public",62.83,16.789,22.378,20.953,9.334,47.03,54.48,47.52,4.2
"2011","Benedictine University","Private",76.12,3.75,32.211,4.347,6.845,32.75,49.35,51.35,7.4
"2011","University of Illinois at Urbana-Champaign","Public",67.59,31.35,26.538,11.588,10.438,20.41,82.43,42.89,2.5
"2011","Illinois Wesleyan University","Private",60.77,2.083,44.802,15.199,7.406,19.15,82.48,61.84,2.5
"2011","Illinois College","Private",64.82,0.905,32.795,9.295,6.408,36.45,56.64,77.33,5.9
"2011","Illinois Institute of Technology","Private",63.5,2.639,43.917,13.256,10.241,30.32,63.64,48.5,4.6
"2011","Illinois State University","Public",70.99,18.526,24.27,8.374,7.506,24.71,71.01,57.78,3
"2011","Judson University","Private",64.06,0.933,35.329,9.07,6.152,42.99,48.62,90.56,5.4
"2011","Knox College","Private",71.53,1.405,41.565,13,6.644,25.93,78.46,63.51,3.5
"2011","Lake Forest College","Private",53.5,1.483,46.781,10.185,7.471,35.69,68.16,62.06,6.7
"2011","Lewis University","Private",61.93,4.376,32.075,8.746,7.827,31.08,62.48,67.49,7.3
"2011","Lincoln Christian University","Private",44.87,0.67,22.502,5.378,5.054,58.71,44.44,71.47,7.6
"2011","Loyola University-Chicago","Private",54.93,9.483,46.134,9.838,9.377,32.53,69.62,67.06,5.7
"2011","MacMurray College","Private",70.69,0.511,28.006,6.76,5.076,52.65,37.11,77.84,16.4
